Hugo_Symbol,gene length,silent,nonsense,splice site,missense,recurrent missense,normalized missense position entropy,frameshift indel,inframe indel,normalized mutation entropy,lost start and stop,missense to silent,non-silent to silent,inactivating p-value,entropy p-value,vest p-value,combined p-value,expression_CCLE,replication_time,HiC_compartment,gene_betweeness,gene_degree,3'UTR,5'Flank,5'UTR,COULD_NOT_DETERMINE,DE_NOVO_START_IN_FRAME,DE_NOVO_START_OUT_FRAME,Frame_Shift_Del,Frame_Shift_Ins,IGR,In_Frame_Del,In_Frame_Ins,Intron,Missense_Mutation,Nonsense_Mutation,Nonstop_Mutation,RNA,START_CODON_SNP,Silent,Splice_Site,Translation_Start_Site,DEL,DNP,INS,SNP,TNP,pnum,cadd_mean,cadd_var,proteome_mean,proteome_var,amp_mean,amp_var,amp_freq,del_mean,del_var,del_freq,abs_mean,abs_var,abs_freq,exp_mean,exp_var,Phosphoproteome_mean_in_BRCA,Phosphoproteome_var_in_BRCA,class
FGFR1,2562.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,841062.1,381.0,0.04749547,0.0002704401658439,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0.483,0.0,20.34546894445542,0.5233397628074893,0.6194842857142857,0.3861252235340658,14.0,-0.4990695833333333,0.0766316816019297,95.0,0.5143950909090906,0.1144660333554962,109.0,3.59488094045466,0.0218045543033773,17.637629353890453,0.6528386952757336,1
FGFR3,2427.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,859387.6,222.0,0.04176044,0.0003301336253256,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,5.009,0.0,22.330935529302888,0.385043639309862,0.2179427777777777,0.0199425434683006,18.0,-0.2420979411764705,0.0229983019198752,34.0,0.2337365384615383,0.0216634160387631,52.0,3.1523265884282234,0.1651513507574956,15.99478845025941,0.8349481707015008,1
KRAS,570.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.1427959445951735,0.420725207578664,259193.5,512.0,0.0163317999999999,0.0002688487762933,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,31.0,0.0,23.617615575529,0.1581025954957561,0.4642352,0.285115870551,25.0,-0.23506375,0.044134951465,16.0,0.3748024390243902,0.2004297763239024,41.0,3.5538672222156467,0.0060833714345425,14.892089473037018,1.08907104544974,1
MDM2,1494.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.5149330587023687,0.8567035890160315,541242.9,228.0,0.03186443,0.010626036146346,733.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,12.72,0.0,17.943356628976016,0.1891871457109159,0.2286021052631579,0.0261247539953216,19.0,-0.2014057142857142,0.0070162783357142,21.0,0.214324,0.015844848316923,40.0,3.615535119444577,0.0066061804710854,18.85671725025724,0.4537045080545671,1
MET,4227.0,0.5,0.0,0.0,0.5,0.0,1.0,0.0,0.0,1.0,0.0,0.6666666666666666,0.6666666666666666,1.0,1.0,0.7974481658692185,0.9779413414758604,558228.1,262.0,0.002308467,7.149723603019666e-05,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,4,15.21875,73.11591691666668,18.359449012094192,0.618964436105416,0.2812707142857143,0.0196283011148351,14.0,-0.2456406451612903,0.0165927945195699,31.0,0.2567255555555555,0.0173908043161616,45.0,3.294295223424586,0.0574956572796116,16.027497094972976,1.2464100865608576,1
MTAP,2238.68889553429,0.3208800705605375,0.0382356092640028,0.0111035463036451,0.6124532202196571,0.0001446129959885,0.9998816304170584,0.0127215066592484,0.0033226538509632,0.992896298692298,0.0012833931419457,0.9706727286646546,1.088826814245475,0.9182620032207496,0.9997044148724084,0.5394479919602778,0.7533733180500214,629583.6997373265,461.2230183563257,0.0183775185055424,0.0001252330988384,19.717603668261564,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,19.11,0.0,26.23999723953767,0.1281241294446384,0.1792876470588235,0.0123956150066176,17.0,-0.2733049999999999,0.05824008422,36.0,0.2431484905660377,0.0449769472053701,53.0,3.4736293045288136,0.0104492593770743,13.176619083614474,1.7581681393862596,1
MTOR,7650.0,0.2,0.2,0.0,0.6,0.0,1.0,0.0,0.0,1.0,0.0,1.5,2.0,0.275178866263071,1.0,0.5102040816326531,0.8535430985930744,577167.0,416.0,0.03177134,0.0011287275307097,128.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,4,21.232,164.9004976,24.476472471109314,0.0601137864870488,0.1921221428571428,0.0123902790027472,14.0,-0.257035,0.0192059034714285,36.0,0.2388594,0.017872533328204,50.0,3.598611189181862,0.0027377525078234,24.20459258416293,0.2586228560730214,1
NRG1,2238.68889553429,0.3208800705605375,0.0382356092640028,0.0111035463036451,0.6124532202196571,0.0001446129959885,0.9998816304170584,0.0127215066592484,0.0033226538509632,0.992896298692298,0.0012833931419457,0.9706727286646546,1.088826814245475,0.9182620032207496,0.9997044148724084,0.5394479919602778,0.7533733180500214,629583.6997373265,461.2230183563257,0.0183775185055424,0.0001252330988384,19.717603668261564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,18.63,0.0,17.99378098874939,2.7145607430390606,0.3415742857142857,0.0795506419216931,28.0,-0.3119563333333332,0.0250027456710734,60.0,0.3213802272727272,0.0418365093447753,88.0,2.761245528645946,0.2055998196445772,20.615901612523864,0.7763187152099652,1
NTRK1,2391.0,0.4,0.0,0.0,0.6,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.1845699520118124,0.4964427360027508,1505782.0,208.0,0.04542559,0.0551725831502489,1945.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,2,20.0244,129.18299679999998,22.330935529302888,0.385043639309862,0.2900931506849315,0.0205007103413242,73.0,-0.1505675,0.0010360236499999,8.0,0.2763128395061728,0.0202957614080864,81.0,2.1442298207984303,0.2794198509722774,20.615901612523864,0.7763187152099652,1
NTRK3,2520.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,5.0,5.0,1.0,1.0,0.00347,0.023122694377031,124518.7,730.0,-0.05718258,1.3255979225576116e-05,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,2,30.12,24.072,22.330935529302888,0.385043639309862,0.2612242105263158,0.0265008207590643,18.0,-0.2677758620689655,0.0221759163251231,28.0,0.2651824999999999,0.0233709183851063,46.0,2.694882367978423,0.3370535476007417,20.615901612523864,0.7763187152099652,1
PIK3CA,3207.0,0.0208333333333333,0.0,0.0,0.8333333333333334,0.5416666666666666,0.5722478376143446,0.0208333333333333,0.125,0.5875515986901901,0.0,20.0,23.5,1.0,0.0,0.0,2.402585092994044e-09,401889.3,613.0,0.01079402,0.0002360604864787,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,6.0,0.0,1.0,41.0,0.0,42,23.847073170731708,20.1324012195122,24.370185320474253,0.096518128162528,0.2764542857142856,0.04081260712521,35.0,-0.178245,0.0054472464454545,12.0,0.251379574468085,0.0333421366302497,47.0,3.5353369651149604,0.0050080583151654,21.357417852858404,0.4212960156828948,1
PPP2R1A,1770.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.5885815185403178,0.9005531740375485,478210.6,896.0,-0.03843337,0.0021301383204943,205.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2,25.05,0.4049999999999987,28.562514445967505,0.0444462245552323,0.4161370588235294,0.1242311798595588,17.0,-0.2393996153846154,0.0286277293638461,26.0,0.3092725581395348,0.0720112002099667,43.0,3.748061035946576,0.0034581031666299,14.610652358179763,0.8407399348312936,1
PTEN,1212.0,0.0,0.1,0.1,0.4,0.0,1.0,0.4,0.0,0.5331092497698139,0.0,4.0,10.0,0.0651678071032909,1.0,0.2763194252555954,0.6317208468034279,259677.5,300.0,0.03373138,0.0007879442241884,90.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,1.0,0.0,6.0,0.0,10,32.1,20.7,23.52905576892732,0.1567880258355391,0.1827233333333333,0.0070864540114285,36.0,-0.18078,0.0037224763647058,18.0,0.1820755555555555,0.0058745907006289,54.0,3.6660694317453535,0.0040026146317752,22.084162371866483,0.40309723121769,1
RET,3345.0,0.4,0.0,0.0,0.6,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.7142857142857143,0.9546230261580092,454068.1,563.0,-0.01916108,0.0001403082504264,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,5,11.6918,97.2277202,17.30807781898404,0.8838573331839473,0.2388409677419354,0.0183409147556989,31.0,-0.17109,0.0034610114428571,15.0,0.2167482608695652,0.0143351660724637,46.0,3.2322711017965124,0.1843204666409263,20.1527832228653,0.7769377709796237,1
TP53,1182.0,0.0181818181818181,0.2545454545454545,0.0181818181818181,0.509090909090909,0.109090909090909,0.9293509992314574,0.1636363636363636,0.0363636363636363,0.5925812943636338,0.0,14.0,27.0,0.0,0.0338399999999999,0.0,5.3802341915981296e-06,2069567.0,213.0,0.03424378,0.0165046193260104,833.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,2.0,0.0,0.0,30.0,14.0,0.0,0.0,0.0,0.0,4.0,0.0,13.0,2.0,0.0,44.0,0.0,56,30.785681818181818,50.60957859408031,22.63522591456265,1.0004092036686671,0.2469894117647059,0.0282628257308823,17.0,-0.2417820754716981,0.009783909782148,53.0,0.2430467142857142,0.0139321383557142,70.0,3.450291258224176,0.0127871492184129,23.17309841273945,1.772006495480296,1
YTHDF3,1757.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,137400.8,619.0,0.00683805,1.1983151054459048e-05,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,34.0,0.0,25.287225359344543,0.0874810862813115,0.4378641666666666,0.0775021857439716,48.0,-0.2290756249999999,0.0055342996795833,16.0,0.38566703125,0.0674401442339038,64.0,3.646498884722943,0.0048481217271045,21.28507056845437,0.374662049272613,0
PNPLA1,1599.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.2086811352253756,0.5356735936588375,839966.4,358.0,0.02957431,1.9301261767175987e-06,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2,13.4005,297.65560050000005,22.330935529302888,0.385043639309862,0.2480834615384615,0.0161011302315384,26.0,-0.256212,0.0127196623171428,15.0,0.2510573170731707,0.0145308007201219,41.0,1.093499931262253,0.6060585003640626,20.615901612523864,0.7763187152099652,0
C9ORF78,870.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,600400.9,187.0,0.04391731,4.288652465697512e-05,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,12.94,0.0,24.517310588739072,0.0906703160367427,0.2124371428571428,0.0192851717142857,14.0,-0.2456367857142856,0.0262208350078042,28.0,0.234570238095238,0.0236331007194541,42.0,3.532137512926544,0.0022092430187047,25.02869788894844,0.3960234577296864,0
TSPAN5,807.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,217859.3,797.0,0.01159329,0.0006580570300225,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,4.736,0.0,22.330935529302888,0.385043639309862,0.1867290625,0.015079711260383,32.0,-0.2517238461538461,0.0190883587589743,13.0,0.2055053333333333,0.0167177923481818,45.0,3.367609736491524,0.0378249059867399,20.615901612523864,0.7763187152099652,0
IFNL1,603.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1838894.0,286.0,0.02940816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1,3.13,7.793352000000001,22.330935529302888,0.385043639309862,0.4941617391304348,0.197115925487747,23.0,-0.2430304347826087,0.0292527401225296,23.0,0.3685960869565216,0.1267862302599033,46.0,1.0867540311768165,0.8183337261021855,20.615901612523864,0.7763187152099652,0
NR2C1,1812.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,3.0,1.0,1.0,0.180962721679334,0.4903120207204534,365825.9,544.0,0.02734335,5.294745434637847e-06,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2,25.33333333333333,10.573333333333329,23.243138907227497,0.404201791169168,0.1870899999999999,0.0050679681375,17.0,-0.1971125,0.0053445898804347,24.0,0.1929568292682927,0.0051253165621951,41.0,3.351893524531593,0.0077906657942846,19.88736907321115,0.3821873803968588,0
MPDZ,6126.0,0.5,0.0,0.0,0.5,0.0,1.0,0.0,0.0,1.0,0.0,0.6666666666666666,0.6666666666666666,1.0,1.0,0.5428881650380022,0.8745124526781298,77489.62,688.0,-0.03608706,9.51319826452485e-05,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,3,18.71375,263.52308025,22.87680674352706,0.1077113461725804,0.2973957142857142,0.0512926459757142,21.0,-0.2190091176470587,0.012584183511319,34.0,0.2489385454545453,0.0281647633126599,55.0,3.4907644764070542,0.0128780325196354,23.04163934020952,0.2859054285397797,0
FGD3,2178.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.1671122994652406,0.4660911164224895,478130.0,463.0,0.04286667,1.3650949264339726e-07,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,25.1,0.0,24.292091288046542,0.640913819788313,0.1800770588235294,0.0120243607845588,17.0,-0.2563213636363635,0.0329058101647186,22.0,0.2230866666666666,0.0247147059491228,39.0,3.379208506550647,0.0491251574944193,24.11237331734108,0.766555777559166,0
AC068633.1,2238.68889553429,0.3208800705605375,0.0382356092640028,0.0111035463036451,0.6124532202196571,0.0001446129959885,0.9998816304170584,0.0127215066592484,0.0033226538509632,0.992896298692298,0.0012833931419457,0.9706727286646546,1.088826814245475,0.9182620032207496,0.9997044148724084,0.5394479919602778,0.7533733180500214,629583.6997373265,461.2230183563257,0.0183775185055424,0.0001252330988384,19.717603668261564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2,4.265000000000001,1.820232,22.330935529302888,0.385043639309862,0.2679212512171164,0.0425464906885541,25.38823976441532,-0.2401433443723266,0.0208617512055182,26.91089579177353,0.2589266131112404,0.0327545155673512,52.26674266172699,2.697213763407762,0.1832014722251919,20.615901612523864,0.7763187152099652,0
CYHR1,1089.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2043455.0,200.0,0.03603543,1.2946162883628653e-05,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,13.49,0.0,23.60301278997238,0.1372410262787051,0.2679212512171164,0.0425464906885541,25.38823976441532,-0.2401433443723266,0.0208617512055182,26.91089579177353,0.2589266131112404,0.0327545155673512,52.26674266172699,3.491037722637508,0.0171199652208156,20.615901612523864,0.7763187152099652,0
USP51,2136.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,92249.77,461.3935969868173,0.007956133,9.059887111485272e-09,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,8.566,0.0,22.330935529302888,0.385043639309862,0.2695694999999999,0.0434835202576315,20.0,-0.2301355172413793,0.0104302514184729,29.0,0.2462310204081632,0.0236800105968537,49.0,2.9731183518127144,0.0189471072887319,16.70725131598968,0.5605173517152807,0
