Hugo_Symbol,gene length,silent,nonsense,splice site,missense,recurrent missense,normalized missense position entropy,frameshift indel,inframe indel,normalized mutation entropy,lost start and stop,missense to silent,non-silent to silent,inactivating p-value,entropy p-value,vest p-value,combined p-value,expression_CCLE,replication_time,HiC_compartment,gene_betweeness,gene_degree,3'UTR,5'Flank,5'UTR,COULD_NOT_DETERMINE,DE_NOVO_START_IN_FRAME,DE_NOVO_START_OUT_FRAME,Frame_Shift_Del,Frame_Shift_Ins,IGR,In_Frame_Del,In_Frame_Ins,Intron,Missense_Mutation,Nonsense_Mutation,Nonstop_Mutation,RNA,START_CODON_INS,START_CODON_SNP,Silent,Splice_Site,Translation_Start_Site,DEL,DNP,INS,ONP,SNP,TNP,pnum,cadd_mean,cadd_var,proteome_mean,proteome_var,amp_mean,amp_var,amp_freq,del_mean,del_var,del_freq,abs_mean,abs_var,abs_freq,exp_mean,exp_var,methy_mean,methy_var,Phosphoproteome_mean,Phosphoproteome_var,label
DCP1A,1749,0.375,0.0,0.0,0.625,0.0,1.0,0.0,0.0,1.0,0.0,1.25,1.25,1.0,1.0,0.484966052,0.835924532,782207.8,167.0,0.04345949,0.000126683,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,7.0,18.505125,58.70451298,21.8870142,1.820461457,0.231019907,0.026499847,108.0,-0.281148294,0.022842711,428.0,0.271047799,0.023936499,536.0,2.84228509,0.209771735,0.1115145,0.01451736,20.06067439,2.32244926,0
KCNJ8,1275,0.214285714,0.0,0.0,0.785714286,0.0,1.0,0.0,0.0,1.0,0.0,2.75,2.75,1.0,1.0,0.11786893,0.369894158,501891.1,984.0,-0.008727913,1.07e-05,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,13.0,24.59285714,30.76754505,16.88507967,0.896716471,0.331499641,0.073278117,251.0,-0.248933514,0.031012529,111.0,0.306182403,0.061649818,362.0,3.198499224,0.029133278,0.12205207,0.015183177,20.12330334,2.001164805,0
JAK2,3399,0.086956522,0.043478261,0.043478261,0.826086957,0.0,1.0,0.0,0.0,0.98077698,0.0,6.333333333,7.0,0.713266762,1.0,0.059322537,0.226894821,255684.9,634.0,0.02805088,0.0005218,96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,18.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,21.0,23.46073913,78.93711257,21.15794972,0.786594769,0.271005799,0.026897215,169.0,-0.297101836,0.037758518,365.0,0.288842978,0.034411818,533.0,3.492267876,0.011353101,0.046759984,0.012943985,20.76028148,1.572151107,1
PER3,3606,0.12,0.08,0.0,0.72,0.0,1.0,0.08,0.0,0.931091751,0.0,4.5,5.5,0.282485876,1.0,0.262123198,0.613090607,370145.3,415.0,0.02271152,3.88e-07,6,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0,0.0,0.0,1.0,17.0,2.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,2.0,0.0,0.0,0.0,25.0,0.0,20.0,13.99172,104.1756922,18.77221989,1.482372751,0.2346816,0.019129657,99.0,-0.270240268,0.024692309,261.0,0.260390222,0.023347925,360.0,3.421639505,0.023267204,0.062526595,0.011187347,17.09038098,1.398899488,0
HSP90B1,2412,0.210526316,0.157894737,0.0,0.578947368,0.0,1.0,0.0,0.052631579,0.941087216,0.0,2.2,3.0,0.654450262,1.0,0.440140845,0.801347051,1190703.0,281.0,0.04017227,0.000423563,117,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,10.0,3.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,2.0,0.0,0.0,0.0,19.0,0.0,17.0,25.45931579,147.0712067,30.22182145,0.404135242,0.217991533,0.01209682,137.0,-0.225134207,0.017974945,145.0,0.221664184,0.015078838,282.0,3.983507619,0.003161102,0.092240469,0.011889998,23.16564661,1.617427903,0
KANK4,2988,0.272727273,0.090909091,0.0,0.636363636,0.0,1.0,0.0,0.0,0.971436114,0.0,2.1,2.4,0.344708721,1.0,0.376506024,0.744285102,280645.8,378.0,6e-05,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,20.0,3.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,26.0,16.68221212,136.7562759,21.61705982,2.106735124,0.228467934,0.052559046,121.0,-0.222157098,0.011780102,193.0,0.224588981,0.027386029,314.0,2.855748931,0.203820351,0.078584204,0.017544644,23.03132618,2.394904331,0
GNL1,1824,0.0,0.375,0.0,0.625,0.0,1.0,0.0,0.0,0.801879687,0.0,5.0,8.0,0.0483372,1.0,0.30684259,0.669352685,2080582.0,271.0,0.03242649,1.29e-05,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,24.2398,142.7292948,25.28064092,0.305299829,0.249459945,0.017421766,183.0,-0.241556357,0.015529037,129.0,0.246192115,0.016601944,312.0,3.546983221,0.00380274,0.071731342,0.019596544,24.0352074,0.703043446,0
NDUFA9,1134,0.3,0.1,0.0,0.6,0.0,1.0,0.0,0.0,1.0,0.0,1.5,1.75,0.491159136,1.0,0.768639508,0.970894081,277827.6,874.0,0.01785184,0.000186416,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,9.0,15.75336364,187.3533187,24.15164078,0.47266748,0.33900984,0.071464635,250.0,-0.254264628,0.025096251,121.0,0.311370566,0.057815725,371.0,3.481086658,0.004772848,0.070356674,0.006404132,20.06067439,2.32244926,0
ERCC5,3561,0.135135135,0.054054054,0.0,0.648648649,0.0,1.0,0.162162162,0.0,0.875486236,0.0,4.0,5.333333333,0.807754443,1.0,0.676589986,0.940926808,196444.4,475.0,0.03266427,4.36e-06,15,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0,0.0,0.0,3.0,36.0,2.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,4.0,0.0,2.0,0.0,50.0,0.0,43.0,18.63902,111.7249445,20.29580804,1.369083023,0.318386732,0.047029353,205.0,-0.29850918,0.031478227,256.0,0.307348438,0.038404165,461.0,3.618597667,0.003766737,0.042113693,0.009437866,20.06067439,2.32244926,0
GET4,984,0.4,0.0,0.0,0.6,0.0,1.0,0.0,0.0,1.0,0.0,1.285714286,1.285714286,1.0,1.0,0.158906722,0.451205769,737267.1,310.0,0.04053938,9.93e-05,38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,16.0,16.70652941,109.737508,24.24513471,0.231301013,0.303589631,0.025181965,407.0,-0.311742667,0.051358212,120.0,0.30544611,0.031067805,527.0,3.429191128,0.00699108,0.139681324,0.029045694,16.58297131,3.545032836,0
DVL2,2211,0.235294118,0.0,0.0,0.588235294,0.0,1.0,0.176470588,0.0,0.931571423,0.0,2.0,2.6,1.0,1.0,0.701262272,0.950121544,1782958.0,316.0,0.02089463,0.000319309,75,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,4.0,0.0,0.0,0.0,14.0,0.0,16.0,21.82785714,98.37784521,23.65735636,1.179685294,0.250778765,0.025134546,81.0,-0.276601846,0.019838043,428.0,0.272492475,0.020722492,509.0,3.397273066,0.006329187,0.041819064,0.00713376,21.01221736,1.30774097,0
LRRTM3,1746,0.193548387,0.096774194,0.0,0.709677419,0.0,1.0,0.0,0.0,0.942994644,0.0,3.142857143,3.571428571,0.467071462,1.0,0.255623722,0.604306941,2412.462,967.0,-0.0444141,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,23.0,3.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,31.0,0.0,28.0,24.38132258,77.50515843,20.91090601,0.217022125,0.220873333,0.013726265,111.0,-0.327280929,0.04613984,280.0,0.297073146,0.039186972,391.0,1.656599541,1.258435387,0.1115145,0.01451736,12.90300208,0.211447846,0
HHIPL2,2175,0.28,0.08,0.0,0.6,0.0,1.0,0.04,0.0,0.941816566,0.0,1.875,2.25,0.392927308,1.0,0.540248514,0.872893589,227631.3,467.0,-0.005838059,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,15.0,1.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,1.0,0.0,0.0,0.0,24.0,0.0,22.0,14.70258333,174.3865188,17.37242638,1.116356954,0.285056393,0.026129973,366.0,-0.2214286,0.018622412,50.0,0.277408822,0.025609719,416.0,2.072778193,0.454396179,0.1115145,0.01451736,20.06067439,2.32244926,0
CTDSP2,816,0.333333333,0.0,0.0,0.666666667,0.0,1.0,0.0,0.0,1.0,0.0,1.333333333,1.333333333,1.0,1.0,0.275254611,0.63034923,1051368.0,243.0,0.03998539,1.21e-05,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,21.01166667,96.39297667,20.10332807,1.457937478,0.267223274,0.075749605,168.0,-0.220811146,0.017637243,96.0,0.250346136,0.054970788,264.0,3.751076093,0.003170777,0.055612889,0.014526748,17.54018283,0.983042808,0
COX18,1002,0.25,0.0,0.0,0.75,0.0,1.0,0.0,0.0,1.0,0.0,1.5,1.5,1.0,1.0,0.153727902,0.441594329,255275.6,747.0,0.01390026,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,19.18325,102.5911689,20.02116332,1.255717019,0.265864,0.040624654,130.0,-0.238055098,0.016884018,204.0,0.248878922,0.026214534,334.0,3.346130685,0.003835105,0.029131033,0.006910005,20.06067439,2.32244926,0
NOSIP,906,0.4,0.2,0.0,0.4,0.0,1.0,0.0,0.0,1.0,0.0,0.666666667,1.0,0.346140533,1.0,0.546746856,0.876855861,2080142.0,210.0,0.04060547,9.06e-05,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,25.156,125.89008,24.04999241,1.273354404,0.260370115,0.029974017,174.0,-0.265095747,0.023191405,174.0,0.262732931,0.026511703,348.0,3.419243233,0.006058177,0.056236315,0.004341143,22.70974347,1.359499662,0
KRT82,1542,0.285714286,0.071428571,0.0,0.571428571,0.0,1.0,0.071428571,0.0,0.887435914,0.0,1.6,2.0,0.461680517,1.0,0.310945274,0.674172373,1065603.0,213.0,0.03545838,4.01e-06,10,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,12.0,0.0,12.0,19.23275,115.1338946,21.8870142,1.820461457,0.216302658,0.013552934,158.0,-0.256388547,0.029526771,117.0,0.233357382,0.020660341,274.0,0.289183709,0.370700631,0.1115145,0.01451736,20.06067439,2.32244926,0
TGFA,483,0.0,0.0,0.0,0.857142857,0.428571429,0.693426404,0.142857143,0.0,0.758039271,0.0,6.0,7.0,1.0,0.0891,0.00034,0.00034549,715917.8,463.0,0.01331679,2.33e-05,7,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,8.0,24.523,118.4197263,17.56980759,0.699451982,0.243045664,0.021633905,225.0,-0.206034444,0.013099072,45.0,0.236899889,0.020353313,270.0,3.396514673,0.077293142,0.053932813,0.016322865,20.06067439,2.32244926,0
NOTCH2,7416,0.259259259,0.074074074,0.0,0.592592593,0.0,1.0,0.074074074,0.0,0.922770959,0.0,2.133333333,2.666666667,0.272331155,1.0,0.780031201,0.973807612,429749.8,510.0,0.01382872,6.29e-05,34,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0,0.0,0.0,0.0,31.0,4.0,0.0,0.0,0.0,0.0,14.0,1.0,0.0,4.0,0.0,1.0,0.0,49.0,0.0,43.0,20.43112245,115.031744,23.13192863,0.818316758,0.273854125,0.087109522,160.0,-0.316791571,0.628769889,140.0,0.2938916,0.339087244,300.0,3.794982144,0.0191767,0.0,0.0,21.11750555,0.675797326,1
RNASEK,414,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.537923615,0.871457078,1696302.0,360.0,0.02395208,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,23.5,0.0,19.47288225,3.675140928,0.248022222,0.025213014,81.0,-0.275426349,0.019585171,430.0,0.271082446,0.020529935,511.0,3.480651663,0.00502431,0.059219989,0.004699939,20.06067439,2.32244926,0
MRPL52,372,0.5,0.0,0.0,0.5,0.0,1.0,0.0,0.0,1.0,0.0,0.5,0.5,1.0,1.0,0.686813187,0.944844059,1165302.0,225.0,0.03469203,1.64e-05,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,18.105,124.66205,22.39104488,0.658272011,0.257133526,0.030153965,173.0,-0.286633782,0.024239504,238.0,0.274216399,0.026874214,411.0,3.352395595,0.007475681,0.076334007,0.006530062,15.82573509,0.625765811,0
ZNF180,2079,0.1,0.1,0.0,0.7,0.0,1.0,0.1,0.0,0.881053153,0.0,5.25,6.75,0.931098696,1.0,0.011818375,0.064269503,743732.8,511.0,-0.05495586,2.6e-07,3,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0,0.0,0.0,0.0,21.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,27.0,0.0,21.0,20.00507407,70.7679753,16.92436366,1.90149919,0.266989424,0.038500605,191.0,-0.256030513,0.020822384,156.0,0.262062651,0.030499702,347.0,3.287292102,0.005037749,0.045540051,0.006562189,20.06067439,2.32244926,0
HINT2,492,0.5,0.0,0.0,0.5,0.0,1.0,0.0,0.0,1.0,0.0,0.5,0.5,1.0,1.0,0.226244344,0.562475044,847663.2,227.0,0.05437345,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,18.715,115.06445,26.02680602,0.655686216,0.315216735,0.084025572,195.0,-0.263643684,0.026743485,285.0,0.284658898,0.050602134,480.0,3.238372307,0.010679678,0.1115145,0.01451736,20.06067439,2.32244926,0
WLS,1632,0.166666667,0.083333333,0.0,0.75,0.0,1.0,0.0,0.0,1.0,0.0,3.0,3.333333333,0.654022237,1.0,0.46641791,0.822142371,331084.8,524.0,-0.02025652,1.52e-05,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2.0,9.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,15.0,20.22523529,100.1975668,23.11698345,1.205346278,0.201204696,0.012469202,115.0,-0.23006275,0.015549997,200.0,0.21952727,0.014575622,315.0,3.561844382,0.020800486,0.1115145,0.01451736,17.48709688,1.491974283,0
